Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI,Bollinger_Upper,Bollinger_Lower,Returns,Days_Index,Trendline
2023-01-30,2309.004976473418,2319.7480851713185,2264.4982608009923,2312.52001953125,1401847,2420.110974121094,2400.0925041084884,16.822561176341495,2595.270457904087,2244.951490338101,,0,2615.128835809604
2023-01-31,2323.85711135664,2362.918061324017,2312.6189327656434,2353.709716796875,1252600,2410.773962402344,2395.6750957930963,31.779132870224615,2578.6825054442907,2242.865419360397,0.017811606782965006,1,2617.994884929573
2023-02-01,2384.8001980582776,2386.0378722552587,2277.3700777602926,2322.767822265625,1521514,2397.520947265625,2388.7315459333367,31.721968667836308,2547.469802005853,2247.5720925253972,-0.013146011298860727,2,2620.8609340495423
2023-02-02,2317.9656172055948,2361.4821903541556,2247.2202137699314,2285.340576171875,1788381,2383.191162109375,2378.8847869084357,25.17034107113966,2516.8513779661885,2249.5309462525615,-0.016113210168911096,3,2623.726983169511
2023-02-03,2297.2225630616467,2445.644365298828,2297.2225630616467,2438.8125,3693638,2378.2899780273438,2384.5921881552517,55.673670023572086,2494.2441543508453,2262.335801703842,0.06715494636917652,4,2626.5930322894806
2023-02-06,2450.4463954250728,2455.4959609225525,2423.465098926117,2433.762451171875,1049075,2374.324462890625,2389.275070347311,56.54737139290915,2475.3318150771693,2273.3171107040807,-0.002070699911586038,5,2629.4590814094495
2023-02-07,2432.079427946674,2435.495360489826,2408.118103095294,2422.77197265625,563195,2372.45556640625,2392.465251519591,54.782088005168156,2468.01277367915,2276.89835913335,-0.004515838639195469,6,2632.325130529419
2023-02-08,2422.8707749593023,2455.545370616702,2422.8707749593023,2442.426025390625,539085,2372.3837768554686,2397.2234204596894,55.18913321045254,2467.717002808229,2277.050550902708,0.008112217309839131,7,2635.191179649388
2023-02-09,2442.6738942389434,2451.2385033361443,2427.4258442069586,2438.267822265625,464715,2373.6288818359376,2401.1324111078734,60.303150496782635,2471.8233137607267,2275.4344499111485,-0.0017024888703988106,8,2638.057228769357
2023-02-10,2427.821636605606,2447.6244232010836,2417.969798621002,2444.158935546875,597337,2374.7130737304688,2405.230175340159,63.19575598805903,2475.6197235818845,2273.806423879053,0.002416105904139876,9,2640.923277889326
2023-02-13,2455.5457016063824,2499.062279705539,2451.733568239217,2494.210693359375,1856317,2379.7553588867186,2413.704510389608,68.72048686394426,2493.808454777591,2265.702262995846,0.020478110929926574,10,2643.7893270092954
2023-02-14,2504.0127962321144,2504.0127962321144,2455.5455246467222,2482.18017578125,843477,2384.7580322265626,2420.226002331669,66.27224584699985,2507.6813726889727,2261.8346917641525,-0.004823376633800502,11,2646.6553761292644
2023-02-15,2478.764190241306,2503.3196933072313,2458.8129799751823,2499.40869140625,707224,2390.518176269531,2427.7672108149627,69.88851627573477,2523.701140849696,2257.335211689366,0.006940880357155121,12,2649.5214252492337
2023-02-16,2505.0524993345757,2520.5480831213554,2493.2699380270465,2497.52734375,704946,2395.3846923828123,2434.4110329992523,74.00471777861864,2536.90851002253,2253.8608747430944,-0.0007527170977353892,13,2652.3874743692027
2023-02-17,2490.2005081616667,2520.746404328836,2471.3878601874835,2475.6455078125,607239,2401.090380859375,2438.3381258386094,69.80405849198426,2546.0276706955224,2256.1530910232273,-0.008761399947135207,14,2655.253523489172
2023-02-20,2475.348372695088,2482.526882975904,2441.9807249778064,2449.753173828125,460090,2406.182165527344,2439.4252732661826,62.10984107361197,2550.4075520732085,2261.956778981479,-0.010458821306469579,15,2658.119572609141
2023-02-21,2461.4368422407783,2461.4368422407783,2426.3364510084625,2439.307373046875,750272,2411.07841796875,2439.4140446738675,65.49500688817014,2552.6659317437166,2269.490904193783,-0.004264021736086532,16,2660.9856217291103
2023-02-22,2427.771987037404,2438.5150950416573,2390.592208301203,2407.5732421875,1098118,2414.0884399414062,2436.381587294213,66.50178015468657,2552.4974755986796,2275.679404284133,-0.013009484253612813,17,2663.8516708490793
2023-02-23,2408.5139671480215,2408.5139671480215,2356.5316513102944,2370.888671875,1602078,2415.9647583007813,2430.1441667780978,36.60674226538114,2550.7356282645305,2281.193888337032,-0.015237156514984695,18,2666.7177199690486
2023-02-24,2376.334388077235,2389.948803842261,2354.5017675401286,2375.443359375,1145691,2419.3238037109377,2424.934566073041,38.47810127791182,2545.8911755726385,2292.756431849237,0.0019210887267844257,19,2669.5837690890176
2023-02-27,2375.443538858512,2388.2162404662117,2350.1949840774637,2377.32470703125,862629,2422.5640380859377,2420.4002937833466,40.68589875733262,2540.6528241533047,2304.4752520185707,0.0007919985331685808,20,2672.449818208987
2023-02-28,2377.4235785286965,2401.087811191061,2340.2933546442982,2349.402587890625,1430349,2422.348681640625,2413.638607507849,31.560404503430235,2540.9806373001693,2303.7167259810803,-0.011745185274035785,21,2675.315867328956
2023-03-01,2346.630327382508,2372.423506542792,2343.0164153437618,2358.907958984375,479935,2424.1556884765623,2408.4261647913277,34.595429687129766,2537.3787022756637,2310.932674677461,0.004045867295261685,22,2678.181916448925
2023-03-02,2358.858615187782,2370.6907322643538,2328.5602538961125,2335.689208984375,529609,2426.6731201171874,2401.4988356668564,30.271996476159018,2528.5733033757324,2324.7729368586424,-0.009843008037497492,23,2681.047965568894
2023-03-03,2346.6304091548504,2378.3148703755064,2335.0458263676987,2372.47314453125,710845,2423.35615234375,2398.734484130132,26.736145130302432,2527.87767086251,2318.8346338249903,0.015748643015253583,24,2683.9140146888635
2023-03-06,2388.760853498262,2402.4741391235198,2369.007620850622,2379.75048828125,682556,2420.655554199219,2396.9264845254766,30.063674291742302,2526.8230985363475,2314.48800986209,0.003067408272576122,25,2686.7800638088324
