Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI,Bollinger_Upper,Bollinger_Lower,Returns,Days_Index,Trendline
2023-01-30,194.7319434970997,198.03414336876276,193.2642991096939,196.78665161132812,7261256,193.73893127441406,194.6552123967049,66.44598040881343,200.34606202513868,187.13180052368944,,0,175.96005864743523
2023-01-31,196.8111189878452,196.933422694631,194.56074272670787,195.1233367919922,9566846,193.90442657470703,194.69979567244656,59.180020110574304,200.47419132600137,187.3346618234127,-0.008452376244610038,1,176.16197492028988
2023-02-01,196.4197560216666,197.59386863835635,194.878732279158,196.86004638671875,7029896,194.0591552734375,194.90553383571057,62.016588183498605,200.7596054236658,187.35870512320923,0.008900573469476702,2,176.36389119314453
2023-02-02,196.86003244114224,200.5780679053173,196.86003244114224,200.3090057373047,10835460,194.5656753540039,195.42015020729096,67.30208191378503,201.55629846901863,187.57505223898917,0.01751985440362369,3,176.56580746599917
2023-02-03,201.8255661205134,202.04571875930296,198.69459428789756,199.55072021484375,8850236,195.10260314941405,195.81353782705787,65.93828942500136,201.87885904061812,188.32634725820998,-0.0037855787844875977,4,176.7677237388538
2023-02-06,198.32768076039912,198.71906156574053,196.46867045639365,197.9607696533203,5958022,195.67959747314453,196.0180360962257,57.72166523107538,201.1902992846272,190.16889566166185,-0.007967651331008185,5,176.96964001170844
2023-02-07,198.37660072507632,198.37660072507632,195.2211593039515,195.93052673339844,6683580,195.91595306396485,196.00970187119452,55.40227949721887,201.00788041229163,190.82402571563807,-0.010255784130751455,6,177.17155628456308
2023-02-08,196.17515848132825,199.4039795370263,196.17515848132825,198.98814392089844,8300976,196.27468872070312,196.29336301878539,54.84708282724967,201.15624437796606,191.3931330634402,0.015605619187970987,7,177.37347255741773
2023-02-09,198.9881219498304,200.0644004927778,197.42262860184348,199.74639892578125,5277374,196.65181655883788,196.62222358135642,56.11242536528535,201.37191922704545,191.9317138906303,0.0038105536839634357,8,177.57538883027237
2023-02-10,199.11044024578308,199.11044024578308,197.05573194214756,198.52337646484375,5160140,196.95193252563476,196.80328576073617,53.608746572741964,201.31602463802477,192.58784041324475,-0.0061228761445253355,9,177.77730510312702
2023-02-13,198.44999056165122,198.44999056165122,195.2945639015896,195.97946166992188,4825356,197.13949279785157,196.72482632351577,44.78765245958496,200.9340645301265,193.34492106557664,-0.01281418259260958,10,177.97922137598164
2023-02-14,197.15358454977383,198.84138175413284,196.41976227477465,198.18093872070312,4638822,197.32244415283202,196.86350369467647,48.653521909142476,200.9340521611291,193.71083614453494,0.01123320286739582,11,178.18113764883628
2023-02-15,197.00682104754463,199.5262744749238,195.857163193405,199.30612182617188,5227672,197.6165557861328,197.09613399291413,55.52411970285756,200.8271909733459,194.40592059891972,0.00567755462625219,12,178.38305392169093
2023-02-16,199.99102023699896,202.16803224268912,199.8687165272333,200.52915954589844,11189362,197.80467529296874,197.42308880748408,61.40524359140622,201.23878260050384,194.37056798543364,0.006136478440904369,13,178.58497019454558
2023-02-17,199.03705196157466,199.59964601711417,197.64278674243658,198.76797485351562,5616244,197.89985580444335,197.55117319282044,53.94353535721662,201.32974814715584,194.46996346173086,-0.008782686250573435,14,178.78688646740022
